Word,FREQ
"Thayer",1
"the",2
"Thomas",4
"Throckmorton",1
"Thurston",2
"Tift",1
"Tillamook",1
"Tillman",1
"Tinian",1
"Tioga",2
"Tippah",1
"Tippecanoe",1
"Tipton",2
"Tishomingo",1
"Titus",1
"Toa",2
"Todd",3
"Tolland",1
"Tom",1
"Tompkins",1
"Tooele",1
"Toole",1
"Toombs",1
"Torrance",1
"Towner",1
"Towns",1
"Traill",1
"Transylvania",1
"Traverse",2
"Travis",1
"Treasure",1
"Trego",1
"Trempealeau",1
"Treutlen",1
"Trigg",1
"Trimble",1
"Trinity",2
"Tripp",1
"Troup",1
"Trousdale",1
"Trujillo",1
"Trumbull",1
"Tucker",1
"Tulare",1
"Tulsa",1
"Tunica",1
"Tuolumne",1
"Turner",2
"Tuscaloosa",1
"Tuscarawas",1
"Tuscola",1
"Twiggs",1
"Twin",1
"Tyler",2
"Tyrrell",1
"Uinta",1
"Uintah",1
"Ulster",1
"Umatilla",1
"Unicoi",1
"Union",18
"Upshur",2
"Upson",1
"Upton",1
"Utah",1
"Utuado",1
"Uvalde",1
"Val",1
"Valdez",1
"Valencia",1
"Valley",5
"Van",6
"Vance",1
"Vanderburgh",1
"Vega",2
"Venango",1
"Ventura",1
"Verde",1
"Vermilion",2
"Vermillion",1
"Vernon",3
"Victoria",1
"Vieques",1
"Vigo",1
"Vilas",1
"Villalba",1
"Vinton",1
"Virginia",1
"Vista",2
"Volusia",1
"Wabash",2
"Wabasha",1
"Wabaunsee",1
"Wade",1
"Wadena",1
"Wagoner",1
"Wahkiakum",1
"Wake",1
"Wakulla",1
"Waldo",1
"Wales",1
"Walker",3
"Walla",2
"Wallace",1
"Waller",1
"Wallowa",1
"Walsh",1
"Walthall",1
"Walton",2
"Walworth",2
"Wapello",1
"Ward",2
"Ware",1
"Warren",14
"Warrick",1
"Wasatch",1
"Wasco",1
"Waseca",1
"Washakie",1
"Washburn",1
"Washington",31
"Washita",1
"Washoe",1
"Washtenaw",1
"Watauga",1
"Watonwan",1
"Waukesha",1
"Waupaca",1
"Waushara",1
"Wayne",16
"Waynesboro",1
"Weakley",1
"Webb",1
"Weber",1
"Webster",8
"Weld",1
"Wells",3
"Wert",1
"West",4
"Westchester",1
"Western",1
"Westmoreland",2
"Weston",1
"Wetzel",1
"Wexford",1
"Wharton",1
"Whatcom",1
"Wheatland",1
"Wheeler",4
"White",6
"Whiteside",1
"Whitfield",1
"Whitley",2
"Whitman",1
"Wibaux",1
"Wichita",2
"Wicomico",1
"Wight",1
"Wilbarger",1
"Wilcox",2
"Wilkes",2
"Wilkin",1
"Wilkinson",2
"Will",1
"Willacy",1
"William",2
"Williams",2
"Williamsburg",2
"Williamson",3
"Willow",1
"Wilson",4
"Winchester",1
"Windham",2
"Windsor",1
"Wing",1
"Winkler",1
"Winn",1
"Winnebago",3
"Winneshiek",1
"Winona",1
"Winston",2
"Wirt",1
"Wise",2
"Witt",1
"Wolfe",1
"Wood",4
"Woodbury",1
"Woodford",2
"Woodruff",1
"Woods",2
"Woodson",1
"Woodward",1
"Worcester",2
"Worth",3
"Wrangell",1
"Wright",3
"Wyandot",1
"Wyandotte",1
"Wyoming",3
"Wythe",1
"Yabucoa",1
"Yadkin",1
"Yakima",1
"Yakutat",1
"Yalobusha",1
"Yamhill",1
"Yancey",1
"Yankton",1
"Yates",1
"Yauco",1
"Yavapai",1
"Yazoo",1
"Yell",1
"Yellow",1
"Yellowstone",1
"Yoakum",1
"Yolo",1
"York",6
"Young",1
"Yuba",1
"Yukon",1
"Yuma",2
"Zandt",1
"Zapata",1
"Zavala",1
"Ziebach",1
