Word	FREQ
9955	8
9960	8
9972	8
9973	8
9974	8
9993	8
9994	8
ABIL	8
AIKE	8
ALPHARETTAGA	8
AMERICAN	8
ANTHONY	8
BEVERO	8
BLU	8
BOSSIERBOSSIER	8
CAMELBA	8
CASH	8
CINDY	8
CKFXXXXX0120POS	8
CKFXXXXX0299POS	8
CKFXXXXX0345POS	8
CKFXXXXX0393POS	8
CKFXXXXX0678POS	8
CKFXXXXX1039POS	8
CKFXXXXX1088POS	8
CKFXXXXX1117POS	8
CKFXXXXX1193POS	8
CKFXXXXX1220POS	8
CKFXXXXX1272POS	8
CKFXXXXX1400POS	8
CKFXXXXX1434POS	8
CKFXXXXX1495POS	8
CKFXXXXX1528POS	8
CKFXXXXX1542POS	8
CKFXXXXX1623POS	8
CKFXXXXX1817POS	8
CKFXXXXX2054POS	8
CKFXXXXX2161POS	8
CKFXXXXX2567POS	8
CKFXXXXX2681POS	8
CKFXXXXX2693POS	8
CKFXXXXX2833POS	8
CKFXXXXX2958POS	8
CKFXXXXX3020POS	8
CKFXXXXX3175POS	8
CKFXXXXX3433POS	8
CKFXXXXX4307POS	8
CKFXXXXX4327POS	8
CKFXXXXX4508POS	8
CKFXXXXX4576POS	8
CKFXXXXX4588POS	8
CKFXXXXX4593POS	8
CKFXXXXX5321POS	8
CKFXXXXX5329POS	8
CKFXXXXX5351POS	8
CKFXXXXX5352POS	8
CKFXXXXX5503POS	8
CKFXXXXX5615POS	8
CKFXXXXX5799POS	8
CKFXXXXX5938POS	8
CKFXXXXX6372POS	8
CKFXXXXX6392POS	8
CKFXXXXX6412POS	8
CKFXXXXX6436POS	8
CKFXXXXX6686POS	8
CKFXXXXX6734POS	8
CKFXXXXX6901POS	8
CKFXXXXX7144POS	8
CKFXXXXX7285POS	8
CKFXXXXX7718POS	8
CKFXXXXX7867POS	8
CKFXXXXX7892POS	8
CKFXXXXX8374POS	8
CKFXXXXX8566POS	8
CKFXXXXX8651POS	8
CKFXXXXX9189POS	8
CKFXXXXX9454POS	8
CKFXXXXX9687POS	8
CKFXXXXX9698POS	8
CKFXXXXX9784POS	8
Columbia	8
COMPRA	8
Council	8
CRE	8
CRUCE	8
DE	8
DEPT	8
DESIGNS	8
DI	8
DILLARDSPARBEAUMONT	8
DOUGLAS	8
ELECTRONIFIED	8
ELEM	8
ESPLANAD	8
EX	8
FARM	8
FEEDILLARDSGEM	8
FL01	8
FL07	8
FLAGSTAF	8
FOO7656	8
FRANKL	8
GAPTELPAY	8
HAIR	8
HARLING	8
HARLINGHARLINGEN	8
INDEPENINDEPENDENCE	8
Item	8
Jacques	8
LA11	8
LACard	8
LAWRENCEVILLEGA	8
Lincoln	8
LONGMONTCO	8
LOU	8
MANCHESTERDILLARDS	8
MARTIN	8
MECHA	8
MERCADO	8
MIDWESTERNDILLARD	8
MINTBILLS	8
MURFREE	8
MUSKOGE	8
N0207	8
N0425	8
NEWGATEOGDEN	8
NV01	8
NV11	8
OAKVIEW	8
Ok	8
OKLAHOM	8
ORC	8
PADILLARD	8
PAL	8
PETEDEBIT	8
Piercing	8
PLL	8
RABUN	8
Ref	8
RESTAURA	8
RICHMONDDEBIT	8
Rocar	8
ROUDEBIT	8
SC25	8
SCHARLOTTE	8
SLIDELLLA	8
Sosandy	8
SOUTHAVENMS	8
SOUTHPASTRONGSVILLE	8
SPRCO	8
SPRIDEBIT	8
SQUAREOKLAHOMA	8
STJ	8
SUGARLA	8
TELGAP	8
TRAI	8
TransactionOffer	8
TX05	8
TXDate	8
UDEBIT	8
UN	8
USFRAN	8
Warrensvill	8
WESTFIELD	8
XX8903	8
XXXX877	8
XXXXUS	8
XXXXX0009	8
XXXXX0035	8
XXXXX0039	8
XXXXX0044	8
XXXXX0047	8
XXXXX0052	8
XXXXX0095	8
XXXXX0097	8
XXXXX0104	8
XXXXX0113	8
XXXXX0126	8
XXXXX0146	8
XXXXX0148	8
XXXXX0153	8
XXXXX0161	8
XXXXX0182	8
XXXXX0193	8
XXXXX0200	8
XXXXX0205	8
XXXXX0206	8
XXXXX0267	8
XXXXX0308	8
XXXXX0315	8
XXXXX0333	8
XXXXX0345	8
XXXXX0369	8
XXXXX0386	8
XXXXX0391	8
XXXXX0398	8
XXXXX0418	8
XXXXX0428	8
XXXXX0438	8
XXXXX0448	8
XXXXX0462	8
XXXXX0489	8
XXXXX0496	8
XXXXX0517	8
XXXXX0518	8
XXXXX0526	8
XXXXX0529	8
XXXXX0543	8
XXXXX0557	8
XXXXX0562	8
XXXXX0569	8
XXXXX0585	8
XXXXX0595	8
XXXXX0622	8
XXXXX0636	8
XXXXX0648	8
XXXXX0650	8
XXXXX0656	8
XXXXX0685	8
XXXXX0701	8
XXXXX0706	8
XXXXX0707	8
XXXXX0711	8
XXXXX0730	8
XXXXX0745	8
XXXXX0756	8
XXXXX0765	8
XXXXX0769	8
XXXXX0771	8
XXXXX0774	8
XXXXX0775	8
XXXXX0782	8
XXXXX0784	8
XXXXX0792	8
XXXXX0800	8
XXXXX0819	8
XXXXX0840	8
XXXXX0847	8
XXXXX0848	8
XXXXX0851	8
XXXXX0857	8
XXXXX0861	8
XXXXX0863	8
XXXXX0866	8
XXXXX0899	8
XXXXX0901	8
XXXXX0918	8
XXXXX0934	8
XXXXX0943	8
XXXXX0949	8
XXXXX0966	8
XXXXX0977	8
XXXXX0982	8
XXXXX1025	8
XXXXX1029	8
XXXXX1031	8
XXXXX1036	8
XXXXX1038	8
XXXXX1047	8
XXXXX1071	8
XXXXX1072	8
XXXXX1084	8
XXXXX1102	8
XXXXX1106	8
XXXXX1111	8
XXXXX1126	8
XXXXX1130	8
XXXXX1140	8
XXXXX1149	8
XXXXX1153	8
XXXXX1161	8
XXXXX1172	8
XXXXX1179	8
XXXXX1183	8
XXXXX1196	8
XXXXX1205	8
XXXXX1207	8
XXXXX1249	8
XXXXX1252	8
XXXXX1276	8
XXXXX1294	8
XXXXX1303	8
XXXXX1307	8
XXXXX1338	8
XXXXX1382	8
XXXXX1385	8
XXXXX1397	8
XXXXX1409	8
XXXXX1414	8
XXXXX1417	8
XXXXX1418	8
XXXXX1420	8
XXXXX1425	8
XXXXX1432	8
XXXXX1436	8
XXXXX1438	8
XXXXX1441	8
XXXXX1445	8
XXXXX1465	8
XXXXX1478	8
XXXXX1481	8
XXXXX1499	8
XXXXX1503	8
XXXXX1518	8
XXXXX1523	8
XXXXX1537	8
XXXXX1538	8
XXXXX1544	8
XXXXX1546	8
XXXXX1547	8
XXXXX1550	8
XXXXX1551	8
XXXXX1557	8
XXXXX1561	8
XXXXX1574	8
XXXXX1590	8
XXXXX1593	8
XXXXX1594	8
XXXXX1604	8
XXXXX1610	8
XXXXX1611	8
XXXXX1617	8
XXXXX1620	8
XXXXX1635	8
XXXXX1653	8
XXXXX1691	8
XXXXX1701	8
XXXXX1702	8
XXXXX1709	8
XXXXX1715	8
XXXXX1718	8
XXXXX1725	8
XXXXX1728	8
XXXXX1742	8
XXXXX1744	8
XXXXX1755	8
XXXXX1762	8
XXXXX1774	8
XXXXX1790	8
XXXXX1817	8
XXXXX1823	8
XXXXX1841	8
XXXXX1852	8
XXXXX1861	8
XXXXX1862	8
XXXXX1895	8
XXXXX1913	8
XXXXX1941	8
XXXXX1944	8
XXXXX1952	8
XXXXX1955	8
XXXXX1956	8
XXXXX1976	8
XXXXX1984	8
XXXXX1993	8
XXXXX2003	8
XXXXX2022	8
XXXXX2042	8
XXXXX2059	8
XXXXX2079	8
XXXXX2081	8
XXXXX2118	8
XXXXX2126	8
XXXXX2145	8
XXXXX2146	8
XXXXX2153	8
XXXXX2155	8
XXXXX2164	8
XXXXX2167	8
XXXXX2186	8
XXXXX2193	8
XXXXX2196	8
XXXXX2228	8
XXXXX2239	8
XXXXX2241	8
XXXXX2242	8
XXXXX2253	8
XXXXX2266	8
XXXXX2268	8
XXXXX2275	8
XXXXX2283	8
XXXXX2297	8
XXXXX2304	8
XXXXX2340	8
XXXXX2360	8
XXXXX2367	8
XXXXX2381	8
XXXXX2389	8
XXXXX2401	8
XXXXX2423	8
XXXXX2439	8
XXXXX2452	8
XXXXX2473	8
XXXXX2482	8
XXXXX2490	8
XXXXX2515	8
XXXXX2527	8
XXXXX2538	8
XXXXX2548	8
XXXXX2554	8
XXXXX2556	8
XXXXX2570	8
XXXXX2608	8
XXXXX2614	8
XXXXX2628	8
XXXXX2653	8
XXXXX2665	8
XXXXX2677	8
XXXXX2699	8
XXXXX2714	8
XXXXX2724	8
XXXXX2731	8
XXXXX2735	8
XXXXX2759	8
XXXXX2777	8
XXXXX2790	8
XXXXX2791	8
XXXXX2809	8
XXXXX2827	8
XXXXX2834	8
XXXXX2840	8
XXXXX2850	8
XXXXX2851	8
XXXXX2854	8
XXXXX2860	8
XXXXX2861	8
XXXXX2867	8
XXXXX2868	8
XXXXX2870	8
XXXXX2871	8
XXXXX2876	8
XXXXX2889	8
XXXXX2890	8
XXXXX2895	8
XXXXX2897	8
XXXXX2910	8
XXXXX2918	8
XXXXX2921	8
XXXXX2928	8
XXXXX2931	8
XXXXX2935	8
XXXXX2945	8
XXXXX2952	8
XXXXX2962	8
XXXXX2994	8
XXXXX2996	8
XXXXX3036	8
XXXXX3044	8
XXXXX3069	8
XXXXX3075	8
XXXXX3080	8
XXXXX3083	8
XXXXX3089	8
XXXXX3120	8
XXXXX3122	8
XXXXX3125	8
XXXXX3128	8
XXXXX3133	8
XXXXX3147	8
XXXXX3152	8
XXXXX3154	8
XXXXX3155	8
XXXXX3175	8
XXXXX3221	8
XXXXX3259	8
XXXXX3290	8
XXXXX3302	8
XXXXX3305	8
XXXXX3308	8
XXXXX3309	8
XXXXX3370	8
XXXXX3393	8
XXXXX3395	8
XXXXX3399	8
XXXXX3419	8
XXXXX3424	8
XXXXX3455	8
XXXXX3476	8
XXXXX3482	8
XXXXX3484	8
XXXXX3491	8
XXXXX3492	8
XXXXX3495	8
XXXXX3511	8
XXXXX3519	8
XXXXX3538	8
XXXXX3555	8
XXXXX3569	8
XXXXX3570	8
XXXXX3584	8
XXXXX3598	8
XXXXX3611	8
XXXXX3621	8
XXXXX3639	8
XXXXX3656	8
XXXXX3658	8
XXXXX3669	8
XXXXX3671	8
XXXXX3679	8
XXXXX3681	8
XXXXX3689	8
XXXXX3693	8
XXXXX3705	8
XXXXX3714	8
XXXXX3744	8
XXXXX3745	8
XXXXX3747	8
XXXXX3760	8
XXXXX3762	8
XXXXX3765	8
XXXXX3767	8
XXXXX3769	8
XXXXX3777	8
XXXXX3782	8
XXXXX3793	8
XXXXX3811	8
XXXXX3819	8
XXXXX3820	8
XXXXX3821	8
XXXXX3830	8
XXXXX3855	8
XXXXX3866	8
XXXXX3871	8
XXXXX3875	8
XXXXX3895	8
XXXXX3905	8
XXXXX3914	8
XXXXX3925	8
XXXXX3931	8
XXXXX3934	8
XXXXX3948	8
XXXXX3957	8
XXXXX3974	8
XXXXX3982	8
XXXXX3983	8
XXXXX3984	8
XXXXX3985	8
XXXXX3987	8
XXXXX3993	8
XXXXX3998	8
XXXXX4008	8
XXXXX4020	8
XXXXX4028	8
XXXXX4034	8
XXXXX4043	8
XXXXX4044	8
XXXXX4050	8
XXXXX4051	8
XXXXX4053	8
XXXXX4062	8
XXXXX4066	8
XXXXX4081	8
XXXXX4083	8
XXXXX4084	8
XXXXX4096	8
XXXXX4122	8
XXXXX4136	8
XXXXX4139	8
XXXXX4143	8
XXXXX4144	8
XXXXX4146	8
XXXXX4152	8
XXXXX4190	8
XXXXX4199	8
XXXXX4211	8
XXXXX4242	8
XXXXX4277	8
XXXXX4281	8
XXXXX4294	8
XXXXX4308	8
XXXXX4312	8
XXXXX4374	8
XXXXX4375	8
XXXXX4383	8
XXXXX4387	8
XXXXX4423	8
XXXXX4424	8
XXXXX4429	8
XXXXX4460	8
XXXXX4463	8
XXXXX4466	8
XXXXX4480	8
XXXXX4481	8
XXXXX4482	8
XXXXX4487	8
XXXXX4489	8
XXXXX4500	8
XXXXX4502	8
XXXXX4510	8
XXXXX4511	8
XXXXX4515	8
XXXXX4543	8
XXXXX4560	8
XXXXX4563	8
XXXXX4572	8
XXXXX4578	8
XXXXX4598	8
XXXXX4599	8
XXXXX4624	8
XXXXX4629	8
XXXXX4634	8
XXXXX4637	8
XXXXX4640	8
XXXXX4644	8
XXXXX4645	8
XXXXX4649	8
XXXXX4650	8
XXXXX4657	8
XXXXX4660	8
XXXXX4665	8
XXXXX4668	8
XXXXX4674	8
XXXXX4675	8
XXXXX4676	8
XXXXX4688	8
XXXXX4703	8
XXXXX4714	8
XXXXX4715	8
XXXXX4721	8
XXXXX4723	8
XXXXX4726	8
XXXXX4727	8
XXXXX4729	8
XXXXX4732	8
XXXXX4742	8
XXXXX4747	8
XXXXX4751	8
XXXXX4753	8
XXXXX4758	8
XXXXX4761	8
XXXXX4771	8
XXXXX4782	8
XXXXX4790	8
XXXXX4797	8
XXXXX4823	8
XXXXX4840	8
XXXXX4850	8
XXXXX4866	8
XXXXX4868	8
XXXXX4887	8
XXXXX4888	8
XXXXX4908	8
XXXXX4909	8
XXXXX4921	8
XXXXX4922	8
XXXXX4927	8
XXXXX4945	8
XXXXX4948	8
XXXXX4963	8
XXXXX4964	8
XXXXX4966	8
XXXXX4974	8
XXXXX4982	8
XXXXX4985	8
XXXXX5007	8
XXXXX5013	8
XXXXX5024	8
XXXXX5034	8
XXXXX5047	8
XXXXX5049	8
XXXXX5056	8
XXXXX5060	8
XXXXX5067	8
XXXXX5097	8
XXXXX5103	8
XXXXX5115	8
XXXXX5116	8
XXXXX5124	8
XXXXX5139	8
XXXXX5144	8
XXXXX5151	8
XXXXX5190	8
XXXXX5249	8
XXXXX5256	8
XXXXX5289	8
XXXXX5297	8
XXXXX5322	8
XXXXX5354	8
XXXXX5366	8
XXXXX5371	8
XXXXX5377	8
XXXXX5380	8
XXXXX5386	8
XXXXX5391	8
XXXXX5397	8
XXXXX5403	8
XXXXX5418	8
XXXXX5421	8
XXXXX5435	8
XXXXX5440	8
XXXXX5455	8
XXXXX5469	8
XXXXX5473	8
XXXXX5479	8
XXXXX5482	8
XXXXX5492	8
XXXXX5509	8
XXXXX5510	8
XXXXX5519	8
XXXXX5525	8
XXXXX5529	8
XXXXX5552	8
XXXXX5557	8
XXXXX5561	8
XXXXX5562	8
XXXXX5570	8
XXXXX5577	8
XXXXX5585	8
XXXXX5587	8
XXXXX5593	8
XXXXX5603	8
XXXXX5611	8
XXXXX5613	8
XXXXX5617	8
XXXXX5624	8
XXXXX5627	8
XXXXX5631	8
XXXXX5639	8
XXXXX5646	8
XXXXX5677	8
XXXXX5694	8
XXXXX5698	8
XXXXX5699	8
XXXXX5716	8
XXXXX5719	8
XXXXX5734	8
XXXXX5742	8
XXXXX5747	8
XXXXX5754	8
XXXXX5766	8
XXXXX5779	8
XXXXX5791	8
XXXXX5792	8
XXXXX5795	8
XXXXX5796	8
XXXXX5802	8
XXXXX5805	8
XXXXX5818	8
XXXXX5839	8
XXXXX5850	8
XXXXX5859	8
XXXXX5872	8
XXXXX5885	8
XXXXX5891	8
XXXXX5896	8
XXXXX5903	8
XXXXX5911	8
XXXXX5919	8
XXXXX5940	8
XXXXX5945	8
XXXXX5956	8
XXXXX5967	8
XXXXX5984	8
XXXXX5985	8
XXXXX6007	8
XXXXX6027	8
XXXXX6043	8
XXXXX6047	8
XXXXX6048	8
XXXXX6069	8
XXXXX6071	8
XXXXX6084	8
XXXXX6089	8
XXXXX6091	8
XXXXX6092	8
XXXXX6097	8
XXXXX6105	8
XXXXX6108	8
XXXXX6109	8
XXXXX6117	8
XXXXX6121	8
XXXXX6138	8
XXXXX6199	8
XXXXX6213	8
XXXXX6219	8
XXXXX6263	8
XXXXX6312	8
XXXXX6333	8
XXXXX6337	8
XXXXX6347	8
XXXXX6361	8
XXXXX6371	8
XXXXX6381	8
XXXXX6402	8
XXXXX6407	8
XXXXX6415	8
XXXXX6416	8
XXXXX6421	8
XXXXX6436	8
XXXXX6441	8
XXXXX6447	8
XXXXX6456	8
XXXXX6461	8
XXXXX6473	8
XXXXX6477	8
XXXXX6547	8
XXXXX6556	8
XXXXX6570	8
XXXXX6579	8
XXXXX6580	8
XXXXX6582	8
XXXXX6588	8
XXXXX6626	8
XXXXX6630	8
XXXXX6633	8
XXXXX6634	8
XXXXX6644	8
XXXXX6655	8
XXXXX6672	8
XXXXX6677	8
XXXXX6691	8
XXXXX6708	8
XXXXX6728	8
XXXXX6735	8
XXXXX6736	8
XXXXX6737	8
XXXXX6738	8
XXXXX6746	8
XXXXX6749	8
XXXXX6753	8
XXXXX6759	8
XXXXX6762	8
XXXXX6765	8
XXXXX6772	8
XXXXX6782	8
XXXXX6789	8
XXXXX6798	8
XXXXX6804	8
XXXXX6812	8
XXXXX6818	8
XXXXX6832	8
XXXXX6836	8
XXXXX6837	8
XXXXX6839	8
XXXXX6845	8
XXXXX6848	8
XXXXX6860	8
XXXXX6873	8
XXXXX6886	8
XXXXX6934	8
XXXXX6939	8
XXXXX6956	8
XXXXX6957	8
XXXXX6959	8
XXXXX6964	8
XXXXX6967	8
XXXXX6976	8
XXXXX6984	8
XXXXX6991	8
XXXXX7000	8
XXXXX7003	8
XXXXX7030	8
XXXXX7054	8
XXXXX7060	8
XXXXX7067	8
XXXXX7068	8
XXXXX7078	8
XXXXX7083	8
XXXXX7102	8
XXXXX7104	8
XXXXX7112	8
XXXXX7113	8
XXXXX7114	8
XXXXX7121	8
XXXXX7123	8
XXXXX7130	8
XXXXX7141	8
XXXXX7158	8
XXXXX7178	8
XXXXX7190	8
XXXXX7219	8
XXXXX7233	8
XXXXX7238	8
XXXXX7263	8
XXXXX7298	8
XXXXX7303	8
XXXXX7380	8
XXXXX7389	8
XXXXX7406	8
XXXXX7411	8
XXXXX7417	8
XXXXX7418	8
XXXXX7439	8
XXXXX7456	8
XXXXX7458	8
XXXXX7466	8
XXXXX7469	8
XXXXX7479	8
XXXXX7486	8
XXXXX7503	8
XXXXX7506	8
XXXXX7525	8
XXXXX7555	8
XXXXX7572	8
XXXXX7593	8
XXXXX7603	8
XXXXX7615	8
XXXXX7626	8
XXXXX7627	8
XXXXX7637	8
XXXXX7640	8
XXXXX7642	8
XXXXX7645	8
XXXXX7648	8
XXXXX7650	8
XXXXX7661	8
XXXXX7664	8
XXXXX7665	8
XXXXX7668	8
XXXXX7672	8
XXXXX7676	8
XXXXX7680	8
XXXXX7681	8
XXXXX7693	8
XXXXX7694	8
XXXXX7697	8
XXXXX7713	8
XXXXX7734	8
XXXXX7744	8
XXXXX7754	8
XXXXX7761	8
XXXXX7771	8
XXXXX7779	8
XXXXX7782	8
XXXXX7783	8
XXXXX7786	8
XXXXX7792	8
XXXXX7794	8
XXXXX7797	8
XXXXX7820	8
XXXXX7822	8
XXXXX7829	8
XXXXX7831	8
XXXXX7836	8
XXXXX7839	8
XXXXX7849	8
XXXXX7857	8
XXXXX7858	8
XXXXX7863	8
XXXXX7874	8
XXXXX7888	8
XXXXX7897	8
XXXXX7918	8
XXXXX7919	8
XXXXX7930	8
XXXXX7945	8
XXXXX7949	8
XXXXX7950	8
XXXXX7978	8
XXXXX7986	8
XXXXX7995	8
XXXXX7998	8
XXXXX8019	8
XXXXX8022	8
XXXXX8056	8
XXXXX8060	8
XXXXX8109	8
XXXXX8128	8
XXXXX8145	8
XXXXX8148	8
XXXXX8155	8
XXXXX8170	8
XXXXX8172	8
XXXXX8186	8
XXXXX8221	8
XXXXX8227	8
XXXXX8241	8
XXXXX8248	8
XXXXX8303	8
XXXXX8363	8
XXXXX8365	8
XXXXX8385	8
XXXXX8400	8
XXXXX8414	8
XXXXX8416	8
XXXXX8417	8
XXXXX8434	8
XXXXX8435	8
XXXXX8446	8
XXXXX8452	8
XXXXX8467	8
XXXXX8469	8
XXXXX8490	8
XXXXX8495	8
XXXXX8499	8
XXXXX8515	8
XXXXX8517	8
XXXXX8532	8
XXXXX8549	8
XXXXX8560	8
XXXXX8594	8
XXXXX8603	8
XXXXX8615	8
XXXXX8622	8
XXXXX8623	8
XXXXX8634	8
XXXXX8643	8
XXXXX8686	8
XXXXX8696	8
XXXXX8705	8
XXXXX8706	8
XXXXX8717	8
XXXXX8718	8
XXXXX8721	8
XXXXX8728	8
XXXXX8739	8
XXXXX8745	8
XXXXX8746	8
XXXXX8751	8
XXXXX8758	8
XXXXX8769	8
XXXXX8780	8
XXXXX8796	8
XXXXX8799	8
XXXXX8804	8
XXXXX8809	8
XXXXX8815	8
XXXXX8826	8
XXXXX8829	8
XXXXX8831	8
XXXXX8842	8
XXXXX8857	8
XXXXX8859	8
XXXXX8867	8
XXXXX8887	8
XXXXX8901	8
XXXXX8915	8
XXXXX8917	8
XXXXX8927	8
XXXXX8928	8
XXXXX8930	8
XXXXX8933	8
XXXXX8943	8
XXXXX8945	8
XXXXX8960	8
XXXXX8987	8
XXXXX8989	8
XXXXX8995	8
XXXXX8999	8
XXXXX9018	8
XXXXX9025	8
XXXXX9029	8
XXXXX9032	8
XXXXX9045	8
XXXXX9068	8
XXXXX9073	8
XXXXX9092	8
XXXXX9098	8
XXXXX9100	8
XXXXX9103	8
XXXXX9105	8
XXXXX9119	8
XXXXX9131	8
XXXXX9135	8
XXXXX9146	8
XXXXX9148	8
XXXXX9174	8
XXXXX9176	8
XXXXX9193	8
XXXXX9205	8
XXXXX9212	8
XXXXX9242	8
XXXXX9259	8
XXXXX9263	8
XXXXX9287	8
XXXXX9291	8
XXXXX9301	8
XXXXX9305	8
XXXXX9317	8
XXXXX9329	8
XXXXX9331	8
XXXXX9336	8
XXXXX9354	8
XXXXX9370	8
XXXXX9391	8
XXXXX9398	8
XXXXX9409	8
XXXXX9426	8
XXXXX9432	8
XXXXX9437	8
XXXXX9448	8
XXXXX9457	8
XXXXX9474	8
XXXXX9476	8
XXXXX9485	8
XXXXX9528	8
XXXXX9546	8
XXXXX9564	8
XXXXX9570	8
XXXXX9587	8
XXXXX9590	8
XXXXX9598	8
XXXXX9648	8
XXXXX9661	8
XXXXX9662	8
XXXXX9669	8
XXXXX9671	8
XXXXX9714	8
XXXXX9718	8
XXXXX9726	8
XXXXX9732	8
XXXXX9734	8
XXXXX9735	8
XXXXX9742	8
XXXXX9749	8
XXXXX9752	8
XXXXX9754	8
XXXXX9776	8
XXXXX9780	8
XXXXX9793	8
XXXXX9800	8
XXXXX9802	8
XXXXX9812	8
XXXXX9814	8
XXXXX9818	8
XXXXX9835	8
XXXXX9849	8
XXXXX9876	8
XXXXX9882	8
XXXXX9894	8
XXXXX9907	8
XXXXX9910	8
XXXXX9937	8
XXXXX9941	8
XXXXX9972	8
XXXXX9976	8
XXXXX9987	8
XXXXX9997	8
XXXXXX0020	8
XXXXXX0023	8
XXXXXX0057	8
XXXXXX0070	8
XXXXXX0080	8
XXXXXX0102	8
XXXXXX0103	8
XXXXXX0112	8
XXXXXX0120	8
XXXXXX0186	8
XXXXXX0257	8
XXXXXX0264	8
XXXXXX0272	8
XXXXXX0273	8
XXXXXX0274	8
XXXXXX0275	8
XXXXXX0307	8
XXXXXX0323	8
XXXXXX0359	8
XXXXXX0361	8
XXXXXX0383	8
XXXXXX0393	8
XXXXXX0394	8
XXXXXX0395	8
XXXXXX0447	8
XXXXXX0449	8
XXXXXX0464	8
XXXXXX0481	8
XXXXXX0484	8
XXXXXX0489	8
XXXXXX0499	8
XXXXXX0509	8
XXXXXX0532	8
XXXXXX0575	8
XXXXXX0631	8
XXXXXX0632	8
XXXXXX0637	8
XXXXXX0642	8
XXXXXX0648	8
XXXXXX0707	8
XXXXXX0718	8
XXXXXX0737	8
XXXXXX0777	8
XXXXXX0778	8
XXXXXX0796	8
XXXXXX0819	8
XXXXXX0836	8
XXXXXX0845	8
XXXXXX0856	8
XXXXXX0920	8
XXXXXX0964	8
XXXXXX0966	8
XXXXXX0998	8
XXXXXX1001	8
XXXXXX1016	8
XXXXXX1024	8
XXXXXX1054	8
XXXXXX1058	8
XXXXXX1066	8
XXXXXX1070	8
XXXXXX1100	8
XXXXXX1167	8
XXXXXX1182	8
XXXXXX1189	8
XXXXXX1198	8
XXXXXX1214	8
XXXXXX1225	8
XXXXXX1226	8
XXXXXX1253	8
XXXXXX1266	8
XXXXXX1276	8
XXXXXX1345	8
XXXXXX1348	8
XXXXXX1359	8
XXXXXX1363	8
XXXXXX1365	8
XXXXXX1376	8
XXXXXX1387	8
XXXXXX1396	8
XXXXXX1414	8
XXXXXX1417	8
XXXXXX1425	8
XXXXXX1470	8
XXXXXX1549	8
XXXXXX1570	8
XXXXXX1591	8
XXXXXX1601	8
XXXXXX1615	8
XXXXXX1657	8
XXXXXX1666	8
XXXXXX1696	8
XXXXXX1702	8
XXXXXX1717	8
XXXXXX1745	8
XXXXXX1748	8
XXXXXX1750	8
XXXXXX1776	8
XXXXXX1797	8
XXXXXX1825	8
XXXXXX1837	8
XXXXXX1838	8
XXXXXX1857	8
XXXXXX1864	8
XXXXXX1867	8
XXXXXX1870	8
XXXXXX1877	8
XXXXXX1885	8
XXXXXX1890	8
XXXXXX1891	8
XXXXXX1896	8
XXXXXX1938	8
XXXXXX1939	8
XXXXXX1952	8
XXXXXX1967	8
XXXXXX1987	8
XXXXXX1994	8
XXXXXX1996	8
XXXXXX2065	8
XXXXXX2116	8
XXXXXX2122	8
XXXXXX2127	8
XXXXXX2163	8
XXXXXX2242	8
XXXXXX2244	8
XXXXXX2261	8
XXXXXX2273	8
XXXXXX2292	8
XXXXXX2324	8
XXXXXX2336	8
XXXXXX2341	8
XXXXXX2399	8
XXXXXX2417	8
XXXXXX2438	8
XXXXXX2439	8
XXXXXX2473	8
XXXXXX2477	8
XXXXXX2480	8
XXXXXX2528	8
XXXXXX2535	8
XXXXXX2566	8
XXXXXX2568	8
XXXXXX2617	8
XXXXXX2629	8
XXXXXX2634	8
XXXXXX2637	8
XXXXXX2640	8
XXXXXX2650	8
XXXXXX2658	8
XXXXXX2725	8
XXXXXX2745	8
XXXXXX2748	8
XXXXXX2756	8
XXXXXX2776	8
XXXXXX2784	8
XXXXXX2803	8
XXXXXX2812	8
XXXXXX2827	8
XXXXXX2841	8
XXXXXX2851	8
XXXXXX2886	8
XXXXXX2931	8
XXXXXX2940	8
XXXXXX2968	8
XXXXXX2987	8
XXXXXX3010	8
XXXXXX3024	8
XXXXXX3046	8
XXXXXX3108	8
XXXXXX3115	8
XXXXXX3142	8
XXXXXX3170	8
XXXXXX3200	8
XXXXXX3241	8
XXXXXX3262	8
XXXXXX3267	8
XXXXXX3290	8
XXXXXX3297	8
XXXXXX3309	8
XXXXXX3310	8
XXXXXX3336	8
XXXXXX3385	8
XXXXXX3394	8
XXXXXX3409	8
XXXXXX3461	8
XXXXXX3478	8
XXXXXX3504	8
XXXXXX3536	8
XXXXXX3551	8
XXXXXX3600	8
XXXXXX3612	8
XXXXXX3644	8
XXXXXX3660	8
XXXXXX3665	8
XXXXXX3689	8
XXXXXX3732	8
XXXXXX3733	8
XXXXXX3750	8
XXXXXX3777	8
XXXXXX3813	8
XXXXXX3861	8
XXXXXX3881	8
XXXXXX3890	8
XXXXXX3921	8
XXXXXX3966	8
XXXXXX3980	8
XXXXXX3994	8
XXXXXX4006	8
XXXXXX4008	8
XXXXXX4072	8
XXXXXX4089	8
XXXXXX4116	8
XXXXXX4127	8
XXXXXX4147	8
XXXXXX4208	8
XXXXXX4256	8
XXXXXX4266	8
XXXXXX4278	8
XXXXXX4284	8
XXXXXX4288	8
XXXXXX4298	8
XXXXXX4306	8
XXXXXX4322	8
XXXXXX4325	8
XXXXXX4334	8
XXXXXX4354	8
XXXXXX4375	8
XXXXXX4411	8
XXXXXX4428	8
XXXXXX4505	8
XXXXXX4587	8
XXXXXX4594	8
